방직 당월 (억 미터),방직 누계 (억 미터),방직 전년동기대비 증가율 (%),방직 누계 증가율(%),화학섬유 당월 (만 톤),화학섬유 당월 (누계 만톤),화학섬유 전년동기대비 증가율 (%),화학섬유 누계 증가율(%),에틸렌 당월 (만 톤),에틸렌 당월 (누계 만톤),에틸렌 전년동기대비 증가율 (%),에틸렌 누계 증가율(%),플라스틱원료 당월 (만 톤),플라스틱원료 당월 (누계 만톤),플라스틱원료 전년동기대비 증가율 (%),플라스틱원료 누계 증가율(%),플라스틱제품 당월 (만 톤),플라스틱제품 당월 (누계 만톤),플라스틱제품 전년동기대비 증가율 (%),플라스틱제품 누계 증가율(%),선철 당월 (만 톤),선철 당월 (누계 만톤),선철 전년동기대비 증가율 (%),선철 누계 증가율(%),조강 당월 (만 톤),조강 당월 (누계 만톤),조강 전년동기대비 증가율 (%),조강 누계 증가율(%),강재 당월 (만 톤),강재 당월 (누계 만톤),강재 전년동기대비 증가율 (%),강재 누계 증가율(%),비철금속 당월 (만 톤),비철금속 당월 (누계 만톤),비철금속 전년동기대비 증가율 (%),비철금속 누계 증가율(%),금속절삭기계 당월 (만 대),금속절삭기계 당월 (누계 만대),금속절삭기계 전년동기대비 증가율 (%),금속절삭기계 누계 증가율(%),소형트랙터 당월 (만 대),소형트랙터 당월 (누계 만대),소형트랙터 전년동기대비 증가율 (%),소형트랙터 누계 증가율(%),대기오염방지설비 당월 (만 대),대기오염방지설비 당월 (누계 만대),대기오염방지설비 전년동기대비 증가율 (%),대기오염방지설비 누계 증가율(%),공업용로봇 당월 (대),공업용로봇 당월 (누계 대),공업용로봇 전년동기대비 증가율 (%),공업용로봇 누계 증가율(%),발전설비 당월 (만 kW),발전설비 당월 (누계 만kW),발전설비 전년동기대비 증가율 (%),발전설비 누계 증가율(%),자동차 당월 (만 대),자동차 당월 (누계 만대),자동차 전년동기대비 증가율 (%),자동차 누계 증가율(%),조선 당월 (만 톤),조선 당월 (누계 만톤),조선 전년동기대비 증가율 (%),조선 누계 증가율(%),세탁기 당월 (만 대),세탁기 당월 (누계 만대),세탁기 전년동기대비 증가율 (%),세탁기 누계 증가율(%),냉장고 당월 (만 대),냉장고 당월 (누계 만대),냉장고 전년동기대비 증가율 (%),냉장고 누계 증가율(%),에어컨 당월 (만 대),에어컨 당월 (누계 만대),에어컨 전년동기대비 증가율 (%),에어컨 누계 증가율(%),컬러TV 당월 (만 대),컬러TV 당월 (누계 만대),컬러TV 전년동기대비 증가율 (%),컬러TV 누계 증가율(%),컴퓨터 당월 (만 대),컴퓨터 당월 (누계 만대),컴퓨터 전년동기대비 증가율 (%),컴퓨터 누계 증가율(%),반도체 당월 (억 장),반도체 당월 (누계 억 장),반도체 전년동기대비 증가율 (%),반도체 누계 증가율(%),핸드폰 당월 (만 대),핸드폰 당월 (누계 만대),핸드폰 전년동기대비 증가율 (%),핸드폰 누계 증가율(%)
33.8,180.3,-4.8,-2.5,597.8,3367.1,1.4,0.5,240.2,1439.3,-1.3,1.4,940.5,5627.0,-0.6,1.0,699.6,3821.5,-4.9,-3.2,7687.5,43892.7,0.5,-4.7,9073.0,52687.7,-3.3,-6.5,11841.7,66714.4,-2.3,-4.6,569.7,3283.3,3.2,1.0,5.3,29.0,-11.7,-7.3,1.4,8.6,-22.2,-17.3,36774.0,170935.1,5.5,0.7,46144.0,202436.0,2.5,-11.2,1667.9,7682.4,17.7,9.4,257.7,1248.2,26.8,-2.1,306.8,1554.2,-3.9,-11.1,660.6,4113.3,-0.7,-4.1,734.4,4164.2,-0.8,-6.2,2221.4,12248.9,4.4,1.1,1552.5,8986.4,13.3,5.8,4334.2,22334.1,-0.5,-4.4,288.0,1660.8,-10.4,-6.3,13612.4,74369.2,-6.3,-2.7
30.8,210.1,-3.5,-3.3,556.3,3917.1,-7.0,-0.4,224.3,1615.9,-9.1,-1.4,893.7,6478.2,-1.4,0.7,642.2,4443.2,-6.7,-4.1,7048.6,51089.7,-3.6,-4.5,8142.9,60928.0,-6.4,-6.4,10624.2,77650.0,-5.2,-4.6,562.8,3829.6,4.8,1.4,4.6,33.1,-14.8,-10.1,1.3,9.8,8.3,-15.5,32549.3,206089.4,-3.8,1.4,38183.0,238041.0,-8.8,-11.5,894.8,8432.5,-10.3,5.8,244.5,1500.6,31.5,2.9,228.8,1608.8,68.2,-2.3,657.7,4769.0,5.6,-2.9,728.8,4881.7,-2.1,-5.9,1829.9,14078.8,0.6,1.1,1650.0,10636.4,25.6,8.5,3567.2,25890.2,-5.6,-4.4,272.2,1938.0,-16.6,-8.0,12049.7,86309.9,-7.2,-3.6
30.2,237.6,-9.6,-5.0,558.6,4471.3,-4.9,1.2,222.0,1837.9,-8.6,-2.3,894.4,7378.0,-2.6,0.6,644.1,5054.7,-6.9,-4.9,7137.4,58217.1,-0.5,-4.1,8386.8,69314.9,0.5,-5.7,10832.9,88464.7,-1.5,-4.3,573.6,4399.5,6.7,1.9,4.5,37.5,-13.5,-10.5,1.3,11.1,-7.1,-14.6,53049.6,259176.0,59.4,8.6,41261.0,277536.0,-1.1,-10.5,1174.7,9602.1,-13.2,2.8,242.6,1735.8,39.0,6.1,252.9,1858.4,35.7,1.4,690.5,5460.5,2.5,-2.3,702.3,5591.0,-5.5,-5.7,1607.2,15722.1,6.1,1.9,1802.1,12174.1,16.5,7.2,3302.4,29267.7,-18.7,-6.1,247.4,2181.0,-24.7,-10.0,12771.7,98962.5,-8.0,-4.5
32.1,267.6,-3.6,-5.5,579.6,5050.6,6.7,-0.3,244.5,2120.7,1.9,-2.6,961.9,8406.3,7.7,1.6,692.0,5760.7,-2.0,-4.2,7393.9,65610.4,13.0,-2.5,8694.9,78083.3,17.6,-3.4,11618.8,100584.5,12.5,-2.2,578.3,4982.8,8.8,2.8,4.4,41.6,-12.0,-11.1,1.3,12.4,0.0,-13.9,40174.0,299216.0,7.6,8.4,43009.0,322544.0,15.1,-7.1,2183.6,11775.0,73.8,11.5,275.8,2011.8,25.4,8.1,240.6,2262.6,-6.1,-0.8,870.3,6424.9,24.4,2.3,799.5,6433.1,4.6,-3.1,1858.0,17491.5,20.9,3.5,2096.9,14229.2,20.4,9.2,3985.3,33113.2,-13.0,-7.3,261.4,2450.1,-16.4,-10.8,15584.1,114828.3,-0.6,-3.5
31.8,299.9,-5.9,-5.2,579.2,5624.8,6.4,0.4,261.3,2382.1,5.5,-1.8,966.0,9373.1,4.7,1.8,668.5,6400.6,-3.7,-4.2,7082.9,72689.2,11.9,-1.2,7975.9,86056.9,11.0,-2.2,11484.7,111638.9,11.3,-1.4,585.2,5575.3,10.1,3.3,4.3,47.1,-8.5,-12.5,1.5,13.9,0.0,-12.6,39240.0,332188.0,-27.6,0.6,39030.0,362568.0,14.4,-3.2,1934.4,13850.4,29.1,14.3,255.9,2266.8,8.6,8.1,219.1,2483.3,-19.0,-2.1,880.6,7318.0,12.9,3.7,690.0,7159.0,-9.7,-3.3,1443.2,18959.5,-3.3,3.2,1926.2,16139.6,9.2,9.1,3627.7,36741.7,-17.0,-8.3,224.8,2674.9,-26.7,-12.3,15413.5,130349.5,6.5,-3.5
33.0,332.9,-11.1,-6.1,550.9,6176.6,-4.3,-0.1,250.9,2632.8,4.6,-1.5,978.6,10348.6,2.4,1.6,697.8,7083.3,-6.1,-3.9,6798.6,79505.7,9.7,-0.4,7454.4,93511.3,7.3,-1.4,10918.6,122552.7,7.1,-0.7,588.1,6180.8,8.8,4.2,4.6,52.0,-13.2,-12.5,1.6,15.5,0.0,-11.4,50512.3,371460.3,8.2,1.3,40113.0,402638.0,0.3,-2.6,1901.4,15771.9,12.5,14.2,242.3,2500.2,-9.9,5.6,234.7,2719.5,-31.3,-5.1,953.1,8271.1,12.9,4.5,758.6,7917.5,-7.0,-3.7,1513.2,20449.4,-10.7,2.0,1783.1,17851.3,1.2,7.8,3220.6,39936.0,-28.0,-10.4,260.3,2958.0,-15.2,-12.0,14169.8,144835.6,-13.0,-2.8
34.7,367.5,-10.3,-6.6,523.6,6697.8,-11.6,-1.0,264.7,2897.5,4.6,-1.0,1012.9,11366.9,1.2,1.5,718.3,7771.6,-10.5,-4.3,6899.8,86382.8,-4.6,-0.8,7788.9,101300.3,-9.8,-2.1,11193.4,134033.5,-2.6,-0.8,594.6,6774.3,7.3,4.3,5.3,57.2,-11.7,-13.1,1.4,17.0,-17.6,-11.5,63269.0,434434.0,27.8,4.3,40457.0,443055.0,-9.5,-4.8,2616.4,18376.1,42.2,17.3,248.8,2747.6,-16.7,3.4,255.9,3001.4,-7.8,-4.5,836.4,9106.3,5.4,4.6,745.1,8664.4,-5.0,-3.6,1770.5,22247.3,-9.9,1.8,1727.3,19578.3,-8.3,6.4,3806.4,45314.8,-19.3,-8.1,284.1,3241.9,-7.1,-11.6,14310.3,156080.0,-18.4,-6.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,50.0,,-11.2,,960.9,,-6.0,,507.9,,-1.7,,1860.7,,0.9,,1116.8,,-7.4,,14426.1,,7.3,,16869.6,,5.6,,20622.5,,3.6,,1192.0,,9.8,,7.5,,-11.8,,2.9,,26.1,,68599.0,,37.4,,62036.0,,-19.2,,1978.4,,-1.9,,365.3,,-14.0,,341.7,,-21.9,,1408.0,,1.8,,1321.0,,7.9,,3330.5,,10.8,,2424.5,,-4.7,,4785.7,,-23.5,,443.0,,-17.0,,20371.4,,-4.8
30.8,79.7,-10.2,-8.1,657.2,1590.4,3.7,-4.1,261.2,768.5,3.6,-0.1,1026.9,2842.0,4.2,0.4,732.9,1838.6,-2.1,-2.6,7806.8,21983.2,7.3,7.6,9572.6,26155.6,6.9,6.1,12724.7,33259.4,8.1,5.8,627.6,1826.3,6.9,9.0,6.3,13.8,0.0,-6.8,2.2,5.1,29.4,27.5,44434.0,109857.0,28.7,37.5,43883.0,103691.0,-5.7,-3.0,1826.5,3804.5,19.7,7.5,260.8,625.7,11.2,-5.1,312.1,674.5,13.6,-7.9,907.0,2295.3,18.8,6.9,936.3,2226.6,9.0,8.4,2930.7,6260.1,13.2,12.6,1869.0,4363.2,1.2,-0.9,3499.7,8343.4,-19.4,-21.9,294.0,722.0,-3.0,-14.8,14216.5,33057.5,-0.7,-7.0
